id,address_type,status,entity,street_number_name,apartment_number,city,state_province,zip_code,country,notes,created_at,updated_at
155,Home,Active,Customer,0558 Tennessee Lane,18,Tucson,Arizona,85754,United States,"Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui.",2016-05-26 18:30:39,2019-03-01 02:44:59
156,Shipping,Active,Building,93 Burrows Hill,,Baton Rouge,Louisiana,70826,United States,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",2016-11-06 07:09:07,2018-03-13 05:37:39
157,Home,Active,Customer,78 Waubesa Avenue,,Cincinnati,Ohio,45228,United States,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",2017-01-17 22:43:46,2018-06-23 12:36:08
158,Shipping,Active,Building,4086 Moulton Terrace,19,Wilmington,North Carolina,28410,United States,Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.,2016-07-18 23:35:54,2017-07-28 16:27:00
159,Home,Active,Customer,9 Caliangt Road,,Phoenix,Arizona,85010,United States,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",2016-10-19 09:50:55,2018-12-14 08:08:55
160,Billing,Active,Building,69935 Cottonwood Parkway,,Apache Junction,Arizona,85219,United States,"Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",2016-07-11 06:29:33,2018-09-01 19:41:44
161,Billing,Active,Customer,38978 Coolidge Alley,,Huntsville,Alabama,35810,United States,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",2017-01-03 07:59:18,2017-09-08 05:25:40
162,Billing,Active,Building,40071 Fair Oaks Lane,,Las Vegas,Nevada,89155,United States,"Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.",2017-04-09 01:44:25,2017-08-03 06:48:30
163,Billing,Active,Customer,24312 Manitowish Road,,Washington,District of Columbia,20599,United States,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",2017-01-06 03:59:13,2018-06-16 23:49:33
164,Home,Active,Building,6934 Sunnyside Center,,Kansas City,Missouri,64193,United States,Duis mattis egestas metus.,2017-03-20 19:14:36,2017-08-09 11:32:02
165,Home,Active,Customer,4 Sunfield Plaza,,Anaheim,California,92805,United States,"Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",2016-07-01 17:13:15,2018-02-28 22:43:03
166,Business,Active,Building,12536 Hoard Lane,11,Austin,Texas,78721,United States,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",2017-04-16 18:01:47,2017-12-12 17:11:28
167,Home,Active,Customer,72381 Moland Street,16,Colorado Springs,Colorado,80995,United States,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",2016-03-21 06:57:52,2017-06-28 16:41:08
168,Billing,Active,Building,031 Forest Run Hill,,Cleveland,Ohio,44130,United States,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",2017-06-05 03:43:33,2017-09-15 20:43:07
169,Billing,Active,Customer,7 Judy Plaza,,Mobile,Alabama,36622,United States,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",2016-04-02 03:59:20,2017-11-25 01:40:47
170,Billing,Active,Building,40769 Starling Road,,Detroit,Michigan,48295,United States,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo.,2016-10-23 11:53:15,2017-11-15 18:41:28
171,Shipping,Active,Customer,658 Fisk Avenue,11,Garland,Texas,75049,United States,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",2016-12-10 03:23:38,2018-11-15 09:00:47
172,Home,Active,Building,46456 Packers Junction,,Rochester,New York,14683,United States,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",2017-04-10 15:18:34,2017-07-09 01:58:00
173,Home,Active,Customer,735 Haas Lane,14,Albuquerque,New Mexico,87190,United States,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,2016-12-24 02:09:11,2018-08-16 21:32:15
174,Shipping,Active,Building,2 Birchwood Street,,Dallas,Texas,75241,United States,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.",2016-07-03 21:51:46,2017-12-07 21:02:29
175,Home,Active,Customer,58 Arrowood Alley,,Charlotte,North Carolina,28299,United States,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",2016-12-02 19:21:10,2017-07-26 13:49:21
176,Shipping,Active,Building,953 Swallow Drive,,Orlando,Florida,32854,United States,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",2016-06-15 05:16:27,2017-07-18 00:25:52
177,Shipping,Active,Customer,47875 Sloan Plaza,,Sioux Falls,South Dakota,57105,United States,"Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.",2016-05-16 20:53:09,2018-01-29 11:06:59
178,Shipping,Active,Building,68282 Spohn Place,13,Berkeley,California,94712,United States,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",2017-01-03 14:56:02,2018-03-02 00:10:58
179,Business,Active,Customer,6293 Charing Cross Parkway,8,San Diego,California,92153,United States,Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,2016-06-30 03:00:24,2017-10-07 16:19:47
180,Business,Active,Building,195 Ruskin Trail,,Scottsdale,Arizona,85255,United States,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",2017-02-03 16:59:08,2018-05-08 10:46:27
181,Business,Active,Customer,71341 Starling Crossing,,Stockton,California,95298,United States,"Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",2017-01-24 12:43:17,2017-07-24 12:08:14
182,Shipping,Active,Building,521 Hintze Park,,Boise,Idaho,83727,United States,"Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",2017-06-04 02:21:40,2018-07-08 18:27:14
183,Billing,Active,Customer,6314 Spohn Court,,Atlanta,Georgia,31119,United States,Sed sagittis.,2016-07-27 15:13:17,2018-12-23 11:13:33
184,Billing,Active,Building,843 Barby Center,,Memphis,Tennessee,38104,United States,"Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",2016-12-20 19:41:19,2019-01-06 16:54:38
185,Business,Active,Customer,45 Bunker Hill Pass,,Charleston,West Virginia,25331,United States,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,2016-07-18 11:08:20,2017-08-25 22:45:06
186,Home,Active,Building,6869 Continental Parkway,,Santa Barbara,California,93111,United States,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",2017-05-25 17:20:55,2017-07-12 11:57:57
187,Business,Active,Customer,0 Longview Plaza,,Wichita,Kansas,67215,United States,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,2016-07-31 01:54:49,2018-05-19 10:58:15
188,Shipping,Active,Building,08 Pearson Alley,,Amarillo,Texas,79182,United States,"Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",2016-10-07 09:58:52,2018-12-29 11:22:37
189,Home,Active,Customer,42 Maywood Plaza,7,Springfield,Illinois,62776,United States,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",2016-12-22 06:45:20,2018-03-31 23:25:16
190,Billing,Active,Building,96943 Ruskin Park,,Ocala,Florida,34479,United States,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.",2016-05-11 19:29:17,2018-02-01 02:05:29
191,Shipping,Active,Customer,34764 Jay Crossing,,Washington,District of Columbia,20397,United States,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",2016-10-23 19:50:14,2019-01-20 04:20:18
192,Business,Active,Building,55981 Chinook Pass,,San Jose,California,95138,United States,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",2016-03-24 01:12:47,2018-01-26 04:51:20
193,Business,Active,Customer,830 Arizona Place,,Daytona Beach,Florida,32123,United States,In eleifend quam a odio. In hac habitasse platea dictumst.,2016-06-15 03:26:50,2018-06-04 08:31:32
194,Billing,Active,Building,2664 Bashford Point,,Chicago,Illinois,60641,United States,"Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",2017-06-04 21:43:50,2018-08-29 15:49:12
195,Shipping,Active,Customer,8283 Anhalt Trail,2,Lynn,Massachusetts,01905,United States,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",2017-03-26 18:31:41,2017-12-05 23:29:03
196,Billing,Active,Building,3 Roth Drive,,Los Angeles,California,90010,United States,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",2017-02-04 21:24:42,2018-12-20 04:27:41
197,Billing,Active,Customer,794 Sunbrook Park,,Sioux City,Iowa,51110,United States,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,2017-04-30 19:54:08,2018-10-09 16:02:17
198,Billing,Active,Building,6 Petterle Trail,17,Winston Salem,North Carolina,27110,United States,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus.",2016-07-06 21:32:57,2018-04-08 02:20:36
199,Home,Active,Customer,12 Packers Hill,,Helena,Montana,59623,United States,Ut tellus. Nulla ut erat id mauris vulputate elementum.,2017-05-15 01:05:27,2018-06-17 00:21:30
200,Home,Active,Building,0 Haas Drive,,Albuquerque,New Mexico,87195,United States,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,2016-11-28 17:51:52,2017-09-11 12:00:34
201,Home,Active,Customer,52 Mesta Parkway,,New York City,New York,10034,United States,"Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",2017-01-16 17:26:43,2018-10-25 01:01:35
202,Billing,Active,Building,7 Utah Center,,Shawnee Mission,Kansas,66215,United States,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",2016-04-25 08:29:22,2017-08-01 09:56:00
203,Billing,Active,Customer,56 Waxwing Drive,,Erie,Pennsylvania,16534,United States,In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,2017-03-27 13:33:39,2018-11-29 06:40:40
204,Home,Active,Building,6831 Dayton Trail,,Gastonia,North Carolina,28055,United States,Nunc nisl.,2016-04-29 17:29:06,2018-03-19 20:05:33
205,Home,Active,Customer,503 Paget Lane,,Aurora,Colorado,80045,United States,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,2016-04-10 06:39:14,2017-12-22 08:55:09
206,Billing,Active,Building,1084 Sunnyside Street,,Flushing,New York,11388,United States,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.,2016-06-23 17:11:26,2018-12-09 19:05:32
207,Shipping,Active,Customer,37 Wayridge Road,10,Macon,Georgia,31217,United States,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",2016-06-24 01:52:19,2018-01-26 23:38:28
208,Shipping,Active,Building,6 Talmadge Street,,Tulsa,Oklahoma,74184,United States,"Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque.",2017-03-28 04:31:57,2018-01-01 11:17:59
209,Home,Active,Customer,059 Pennsylvania Hill,,New York City,New York,10170,United States,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",2016-04-21 20:14:30,2017-10-02 15:31:33
210,Billing,Active,Building,2598 Amoth Place,,Chicago,Illinois,60663,United States,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",2016-10-23 11:28:10,2018-12-22 23:33:53
211,Billing,Active,Customer,8 Swallow Plaza,,Lubbock,Texas,79491,United States,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat.",2016-09-25 19:17:04,2018-01-19 16:59:28
212,Business,Active,Building,16321 Laurel Pass,,Sarasota,Florida,34238,United States,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",2017-02-04 02:33:17,2019-01-27 22:43:24
213,Business,Active,Customer,43012 5th Point,9,White Plains,New York,10606,United States,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.",2016-10-02 01:34:36,2017-12-01 14:48:56
214,Business,Active,Building,5 Canary Plaza,,New York City,New York,10099,United States,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",2017-01-03 19:10:55,2018-06-01 18:11:37
215,Business,Active,Customer,39 Blaine Pass,,Houston,Texas,77218,United States,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",2017-05-26 22:11:14,2018-12-03 01:28:50
216,Shipping,Active,Building,13207 Ohio Street,4,Odessa,Texas,79764,United States,"Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.",2017-04-17 01:29:52,2018-08-11 20:48:52
217,Home,Active,Customer,121 Katie Avenue,11,North Little Rock,Arkansas,72199,United States,Suspendisse accumsan tortor quis turpis. Sed ante.,2016-06-04 07:46:14,2017-09-18 03:07:20
218,Billing,Active,Building,53132 Independence Center,,Little Rock,Arkansas,72231,United States,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.",2016-04-23 12:47:56,2017-09-09 08:44:06
219,Billing,Active,Customer,5 Becker Street,,Louisville,Kentucky,40287,United States,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",2017-02-20 17:49:22,2018-05-19 18:44:51
220,Business,Active,Building,7270 Straubel Place,,Buffalo,New York,14263,United States,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,2017-04-15 07:43:06,2017-12-09 00:28:39
221,Business,Active,Customer,28643 Arapahoe Terrace,,Kalamazoo,Michigan,49048,United States,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",2017-03-08 22:45:29,2018-02-03 15:00:21
222,Shipping,Active,Building,1828 Jackson Way,,Dallas,Texas,75236,United States,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",2016-07-31 23:30:11,2017-09-17 14:47:29
223,Shipping,Active,Customer,57 Mosinee Street,,Trenton,New Jersey,08608,United States,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,2016-09-05 09:15:27,2017-11-14 07:05:18
224,Home,Active,Building,57 Summit Circle,,Indianapolis,Indiana,46226,United States,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.",2016-06-11 20:18:01,2018-09-14 14:13:56
225,Billing,Active,Customer,39054 Sycamore Terrace,6,Wilkes Barre,Pennsylvania,18768,United States,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",2017-05-20 16:45:03,2018-04-04 21:16:53
226,Billing,Active,Building,71 Aberg Park,12,Chicago,Illinois,60691,United States,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",2016-10-28 16:42:03,2018-01-07 21:33:34
227,Shipping,Active,Customer,16050 Butterfield Circle,,New York City,New York,10150,United States,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",2016-07-19 19:31:05,2018-09-14 08:10:45
228,Shipping,Active,Building,9 Golf Course Alley,,Atlanta,Georgia,31106,United States,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",2016-03-18 22:40:58,2018-07-18 20:08:44
229,Shipping,Active,Customer,4268 Glacier Hill Crossing,,Boise,Idaho,83716,United States,Integer a nibh.,2017-02-20 13:22:19,2018-04-21 01:01:14
230,Billing,Active,Building,6 Mallory Road,5,Winter Haven,Florida,33884,United States,Nunc nisl.,2016-09-23 14:10:30,2017-06-26 15:43:02
231,Home,Active,Customer,655 Caliangt Avenue,13,Birmingham,Alabama,35295,United States,"Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",2017-04-28 07:41:02,2017-12-06 17:10:17
232,Home,Active,Building,7091 Mitchell Hill,5,Washington,District of Columbia,20380,United States,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",2016-12-10 00:41:20,2017-09-11 21:39:26
